id,Time,Channel 1,Channel 2,Channel 3,Channel 4
1,0.040240679,0.632,0.461875,0.612,0.582375
0,0.040299706,0.6325,0.46025,0.61225,0.58225
1,0.040358733,0.633,0.458625,0.6125,0.582125
0,0.04041776,0.6335,0.457,0.61275,0.582
1,0.040476787,0.634,0.455375,0.613,0.581875
0,0.040535814,0.6345,0.45375,0.61325,0.58175
1,0.040594841,0.635,0.452125,0.6135,0.581625
0,0.040653868,0.6355,0.4505,0.61375,0.5815
1,0.040712895,0.636,0.448875,0.614,0.581375
0,0.040771922,0.6365,0.44725,0.61425,0.58125
1,0.040830949,0.637,0.445625,0.6145,0.581125
0,0.040889976,0.6375,0.444,0.61475,0.581
1,0.040949003,0.638,0.442375,0.615,0.580875
0,0.04100803,0.6385,0.44075,0.61525,0.58075
1,0.041067057,0.639,0.439125,0.6155,0.580625
0,0.041126084,0.6395,0.4375,0.61575,0.5805
1,0.041185111,0.64,0.435875,0.616,0.580375
0,0.041244138,0.6405,0.43425,0.61625,0.58025
1,0.041303165,0.641,0.432625,0.6165,0.580125
0,0.041362192,0.6415,0.431,0.61675,0.58
1,0.041421219,0.642,0.429375,0.617,0.579875
0,0.041480246,0.6425,0.42775,0.61725,0.57975
1,0.041539273,0.643,0.426125,0.6175,0.579625
0,0.0415983,0.6435,0.4245,0.61775,0.5795
1,0.041657327,0.644,0.422875,0.618,0.579375
0,0.041716354,0.6445,0.42125,0.61825,0.57925
1,0.041775381,0.645,0.419625,0.6185,0.579125
0,0.041834408,0.6455,0.418,0.61875,0.579
1,0.041893435,0.646,0.416375,0.619,0.578875
0,0.041952462,0.6465,0.41475,0.61925,0.57875
1,0.042011489,0.647,0.413125,0.6195,0.578625
0,0.042070516,0.6475,0.4115,0.61975,0.5785
1,0.042129543,0.648,0.409875,0.62,0.578375
0,0.04218857,0.6485,0.40825,0.62025,0.57825
1,0.042247597,0.649,0.406625,0.6205,0.578125
0,0.042306624,0.6495,0.405,0.62075,0.578
1,0.042365651,0.65,0.403375,0.621,0.577875
0,0.042424678,0.6505,0.40175,0.62125,0.57775
1,0.042483705,0.651,0.400125,0.6215,0.577625
0,0.042542732,0.6515,0.3985,0.62175,0.5775
1,0.042601759,0.652,0.396875,0.622,0.577375
0,0.042660786,0.6525,0.39525,0.62225,0.57725
1,0.042719813,0.653,0.393625,0.6225,0.577125
0,0.04277884,0.6535,0.392,0.62275,0.577
1,0.042837867,0.654,0.390375,0.623,0.576875
0,0.042896894,0.6545,0.38875,0.62325,0.57675
1,0.042955921,0.655,0.387125,0.6235,0.576625
0,0.043014948,0.6555,0.3855,0.62375,0.5765
1,0.043073975,0.656,0.383875,0.624,0.576375
0,0.043133002,0.6565,0.38225,0.62425,0.57625
1,0.043192029,0.657,0.380625,0.6245,0.576125
0,0.043251056,0.6575,0.379,0.62475,0.576
1,0.043310083,0.658,0.377375,0.625,0.575875
0,0.04336911,0.6585,0.37575,0.62525,0.57575
1,0.043428137,0.659,0.374125,0.6255,0.575625
0,0.043487164,0.6595,0.3725,0.62575,0.5755
1,0.043546191,0.66,0.370875,0.626,0.575375
0,0.043605218,0.6605,0.36925,0.62625,0.57525
1,0.043664245,0.661,0.367625,0.6265,0.575125
0,0.043723272,0.6615,0.366,0.62675,0.575
1,0.043782299,0.662,0.364375,0.627,0.574875
0,0.043841326,0.6625,0.36275,0.62725,0.57475
1,0.043900353,0.663,0.361125,0.6275,0.574625
0,0.04395938,0.6635,0.3595,0.62775,0.5745
1,0.044018407,0.664,0.357875,0.628,0.574375
0,0.044077434,0.6645,0.35625,0.62825,0.57425
1,0.044136461,0.665,0.354625,0.6285,0.574125
0,0.044195488,0.6655,0.353,0.62875,0.574
1,0.044254515,0.666,0.351375,0.629,0.573875
0,0.044313542,0.6665,0.34975,0.62925,0.57375
1,0.044372569,0.667,0.348125,0.6295,0.573625
0,0.044431596,0.6675,0.3465,0.62975,0.5735
1,0.044490623,0.668,0.344875,0.63,0.573375
0,0.04454965,0.6685,0.34325,0.63025,0.57325
1,0.044608677,0.669,0.341625,0.6305,0.573125
0,0.044667704,0.6695,0.34,0.63075,0.573
1,0.044726731,0.67,0.338375,0.631,0.572875
0,0.044785758,0.6705,0.33675,0.63125,0.57275
1,0.044844785,0.671,0.335125,0.6315,0.572625
0,0.044903812,0.6715,0.3335,0.63175,0.5725
1,0.044962839,0.672,0.331875,0.632,0.572375
0,0.045021866,0.6725,0.33025,0.63225,0.57225
1,0.045080893,0.673,0.328625,0.6325,0.572125
0,0.04513992,0.6735,0.327,0.63275,0.572
1,0.045198947,0.674,0.325375,0.633,0.571875
0,0.045257974,0.6745,0.32375,0.63325,0.57175
1,0.045317001,0.675,0.322125,0.6335,0.571625
0,0.045376028,0.6755,0.3205,0.63375,0.5715
1,0.045435055,0.676,0.318875,0.634,0.571375
0,0.045494082,0.6765,0.31725,0.63425,0.57125
1,0.045553109,0.677,0.315625,0.6345,0.571125
0,0.045612136,0.6775,0.314,0.63475,0.571
1,0.045671163,0.678,0.312375,0.635,0.570875
0,0.04573019,0.6785,0.31075,0.63525,0.57075
1,0.045789217,0.679,0.309125,0.6355,0.570625
0,0.045848244,0.6795,0.3075,0.63575,0.5705
1,0.045907271,0.68,0.305875,0.636,0.570375
0,0.045966298,0.6805,0.30425,0.63625,0.57025
1,0.046025325,0.681,0.302625,0.6365,0.570125
0,0.046084352,0.6815,0.301,0.63675,0.57
1,0.046143379,0.682,0.299375,0.637,0.569875
0,0.046202406,0.6825,0.29775,0.63725,0.56975
1,0.046261433,0.683,0.296125,0.6375,0.569625
0,0.04632046,0.6835,0.2945,0.63775,0.5695
1,0.046379487,0.684,0.292875,0.638,0.569375
0,0.046438514,0.6845,0.29125,0.63825,0.56925
1,0.046497541,0.685,0.289625,0.6385,0.569125
0,0.046556568,0.6855,0.288,0.63875,0.569
1,0.046615595,0.686,0.286375,0.639,0.568875
0,0.046674622,0.6865,0.28475,0.63925,0.56875
1,0.046733649,0.687,0.283125,0.6395,0.568625
0,0.046792676,0.6875,0.2815,0.63975,0.5685
1,0.046851703,0.688,0.279875,0.64,0.568375
0,0.04691073,0.6885,0.27825,0.64025,0.56825
1,0.046969757,0.689,0.276625,0.6405,0.568125
0,0.047028784,0.6895,0.275,0.64075,0.568
1,0.047087811,0.69,0.273375,0.641,0.567875
0,0.047146838,0.6905,0.27175,0.64125,0.56775
1,0.047205865,0.691,0.270125,0.6415,0.567625
0,0.047264892,0.6915,0.2685,0.64175,0.5675
1,0.047323919,0.692,0.266875,0.642,0.567375
0,0.047382946,0.6925,0.26525,0.64225,0.56725
1,0.047441973,0.693,0.263625,0.6425,0.567125
0,0.047501,0.6935,0.262,0.64275,0.567
1,0.047560027,0.694,0.260375,0.643,0.566875
0,0.047619054,0.6945,0.25875,0.64325,0.56675
1,0.047678081,0.695,0.257125,0.6435,0.566625
0,0.047737108,0.6955,0.2555,0.64375,0.5665
1,0.047796135,0.696,0.253875,0.644,0.566375
0,0.047855162,0.6965,0.25225,0.64425,0.56625
1,0.047914189,0.697,0.250625,0.6445,0.566125
0,0.047973216,0.6975,0.249,0.64475,0.566
1,0.048032243,0.698,0.247375,0.645,0.565875
0,0.04809127,0.6985,0.24575,0.64525,0.56575
1,0.048150297,0.699,0.244125,0.6455,0.565625
0,0.048209324,0.6995,0.2425,0.64575,0.5655
1,0.048268351,0.7,0.240875,0.646,0.565375
0,0.048327378,0.7005,0.23925,0.64625,0.56525
1,0.048386405,0.701,0.237625,0.6465,0.565125
0,0.048445432,0.7015,0.236,0.64675,0.565
1,0.048504459,0.702,0.234375,0.647,0.564875
0,0.048563486,0.7025,0.23275,0.64725,0.56475
1,0.048622513,0.703,0.231125,0.6475,0.564625
0,0.04868154,0.7035,0.2295,0.64775,0.5645
1,0.048740567,0.704,0.227875,0.648,0.564375
0,0.048799594,0.7045,0.22625,0.64825,0.56425
1,0.048858621,0.705,0.224625,0.6485,0.564125
0,0.048917648,0.7055,0.223,0.64875,0.564
1,0.048976675,0.706,0.221375,0.649,0.563875
0,0.049035702,0.7065,0.21975,0.64925,0.56375
1,0.049094729,0.707,0.218125,0.6495,0.563625
0,0.049153756,0.7075,0.2165,0.64975,0.5635
1,0.049212783,0.708,0.214875,0.65,0.563375
0,0.04927181,0.7085,0.21325,0.65025,0.56325
1,0.049330837,0.709,0.211625,0.6505,0.563125
0,0.049389864,0.7095,0.21,0.65075,0.563
1,0.049448891,0.71,0.208375,0.651,0.562875
0,0.049507918,0.7105,0.20675,0.65125,0.56275
1,0.049566945,0.711,0.205125,0.6515,0.562625
0,0.049625972,0.7115,0.2035,0.65175,0.5625
1,0.049684999,0.712,0.201875,0.652,0.562375
0,0.049744026,0.7125,0.20025,0.65225,0.56225
1,0.049803053,0.713,0.198625,0.6525,0.562125
0,0.04986208,0.7135,0.197,0.65275,0.562
1,0.049921107,0.714,0.195375,0.653,0.561875
0,0.049980134,0.7145,0.19375,0.65325,0.56175
1,0.050039161,0.715,0.192125,0.6535,0.561625
0,0.050098188,0.7155,0.1905,0.65375,0.5615
1,0.050157215,0.716,0.188875,0.654,0.561375
0,0.050216242,0.7165,0.18725,0.65425,0.56125
1,0.050275269,0.717,0.185625,0.6545,0.561125
0,0.050334296,0.7175,0.184,0.65475,0.561
1,0.050393323,0.718,0.182375,0.655,0.560875
0,0.05045235,0.7185,0.18075,0.65525,0.56075
1,0.050511377,0.719,0.179125,0.6555,0.560625
0,0.050570404,0.7195,0.1775,0.65575,0.5605
1,0.050629431,0.72,0.175875,0.656,0.560375
0,0.050688458,0.7205,0.17425,0.65625,0.56025
1,0.050747485,0.721,0.172625,0.6565,0.560125
0,0.050806512,0.7215,0.171,0.65675,0.56
1,0.050865539,0.722,0.169375,0.657,0.559875
0,0.050924566,0.7225,0.16775,0.65725,0.55975
1,0.050983593,0.723,0.166125,0.6575,0.559625
0,0.05104262,0.7235,0.1645,0.65775,0.5595
1,0.051101647,0.724,0.162875,0.658,0.559375
0,0.051160674,0.7245,0.16125,0.65825,0.55925
1,0.051219701,0.725,0.159625,0.6585,0.559125
0,0.051278728,0.7255,0.158,0.65875,0.559
1,0.051337755,0.726,0.156375,0.659,0.558875
0,0.051396782,0.7265,0.15475,0.65925,0.55875
1,0.051455809,0.727,0.153125,0.6595,0.558625
0,0.051514836,0.7275,0.1515,0.65975,0.5585
1,0.051573863,0.728,0.149875,0.66,0.558375
0,0.05163289,0.7285,0.14825,0.66025,0.55825
1,0.051691917,0.729,0.146625,0.6605,0.558125
0,0.051750944,0.7295,0.145,0.66075,0.558
1,0.051809971,0.73,0.143375,0.661,0.557875
0,0.051868998,0.7305,0.14175,0.66125,0.55775
1,0.051928025,0.731,0.140125,0.6615,0.557625
0,0.051987052,0.7315,0.1385,0.66175,0.5575
1,0.052046079,0.732,0.136875,0.662,0.557375
0,0.052105106,0.7325,0.13525,0.66225,0.55725
1,0.052164133,0.733,0.133625,0.6625,0.557125
0,0.05222316,0.7335,0.132,0.66275,0.557
1,0.052282187,0.734,0.130375,0.663,0.556875
0,0.052341214,0.7345,0.12875,0.66325,0.55675
1,0.052400241,0.735,0.127125,0.6635,0.556625
0,0.052459268,0.7355,0.1255,0.66375,0.5565
1,0.052518295,0.736,0.123875,0.664,0.556375
0,0.052577322,0.7365,0.12225,0.66425,0.55625
1,0.052636349,0.737,0.120625,0.6645,0.556125
0,0.052695376,0.7375,0.119,0.66475,0.556
1,0.052754403,0.738,0.117375,0.665,0.555875
0,0.05281343,0.7385,0.11575,0.66525,0.55575
1,0.052872457,0.739,0.114125,0.6655,0.555625
0,0.052931484,0.7395,0.1125,0.66575,0.5555
1,0.052990511,0.74,0.110875,0.666,0.555375
0,0.053049538,0.7405,0.10925,0.66625,0.55525
1,0.053108565,0.741,0.107625,0.6665,0.555125
0,0.053167592,0.7415,0.106,0.66675,0.555
1,0.053226619,0.742,0.104375,0.667,0.554875
0,0.053285646,0.7425,0.10275,0.66725,0.55475
1,0.053344673,0.743,0.101125,0.6675,0.554625
0,0.0534037,0.7435,0.0995,0.66775,0.5545
1,0.053462727,0.744,0.097875,0.668,0.554375
0,0.053521754,0.7445,0.09625,0.66825,0.55425
1,0.053580781,0.745,0.094625,0.6685,0.554125
0,0.053639808,0.7455,0.093,0.66875,0.554
1,0.053698835,0.746,0.091375,0.669,0.553875
0,0.053757862,0.7465,0.08975,0.66925,0.55375
1,0.053816889,0.747,0.088125,0.6695,0.553625
0,0.053875916,0.7475,0.0865,0.66975,0.5535
1,0.053934943,0.748,0.084875,0.67,0.553375
0,0.05399397,0.7485,0.08325,0.67025,0.55325
1,0.054052997,0.749,0.081625,0.6705,0.553125
0,0.054112024,0.7495,0.08,0.67075,0.553
1,0.054171051,0.75,0.078375,0.671,0.552875
0,0.054230078,0.7505,0.07675,0.67125,0.55275
1,0.054289105,0.751,0.075125,0.6715,0.552625
0,0.054348132,0.7515,0.0735,0.67175,0.5525
1,0.054407159,0.752,0.071875,0.672,0.552375
0,0.054466186,0.7525,0.07025,0.67225,0.55225
1,0.054525213,0.753,0.068625,0.6725,0.552125
0,0.05458424,0.7535,0.067,0.67275,0.552
1,0.054643267,0.754,0.065375,0.673,0.551875
0,0.054702294,0.7545,0.06375,0.67325,0.55175
1,0.054761321,0.755,0.062125,0.6735,0.551625
0,0.054820348,0.7555,0.0605,0.67375,0.5515
1,0.054879375,0.756,0.058875,0.674,0.551375
0,0.054938402,0.7565,0.05725,0.67425,0.55125
1,0.054997429,0.757,0.055625,0.6745,0.551125
0,0.055056456,0.7575,0.054,0.67475,0.551
1,0.055115483,0.758,0.052375,0.675,0.550875
0,0.05517451,0.7585,0.05075,0.67525,0.55075
1,0.055233537,0.759,0.049125,0.6755,0.550625
0,0.055292564,0.7595,0.0475,0.67575,0.5505
1,0.055351591,0.76,0.045875,0.676,0.550375
0,0.055410618,0.7605,0.04425,0.67625,0.55025
1,0.055469645,0.761,0.042625,0.6765,0.550125
0,0.055528672,0.7615,0.041,0.67675,0.55
1,0.055587699,0.762,0.039375,0.677,0.549875
0,0.055646726,0.7625,0.03775,0.67725,0.54975
1,0.055705753,0.763,0.036125,0.6775,0.549625
0,0.05576478,0.7635,0.0345,0.67775,0.5495
1,0.055823807,0.764,0.032875,0.678,0.549375
0,0.055882834,0.7645,0.03125,0.67825,0.54925
1,0.055941861,0.765,0.029625,0.6785,0.549125
0,0.056000888,0.7655,0.028,0.67875,0.549
1,0.056059915,0.766,0.026375,0.679,0.548875
0,0.056118942,0.7665,0.02475,0.67925,0.54875
1,0.056177969,0.767,0.023125,0.6795,0.548625
0,0.056236996,0.7675,0.0215,0.67975,0.5485
1,0.056296023,0.768,0.019875,0.68,0.548375
0,0.05635505,0.7685,0.01825,0.68025,0.54825
1,0.056414077,0.769,0.016625,0.6805,0.548125
0,0.056473104,0.7695,0.015,0.68075,0.548
1,0.056532131,0.77,0.013375,0.681,0.547875
0,0.056591158,0.7705,0.01175,0.68125,0.54775
1,0.056650185,0.771,0.010125,0.6815,0.547625
0,0.056709212,0.7715,0.0085,0.68175,0.5475
1,0.056768239,0.772,0.006875,0.682,0.547375
0,0.056827266,0.7725,0.00525,0.68225,0.54725
1,0.056886293,0.773,0.003625,0.6825,0.547125
0,0.05694532,0.7735,0.002,0.68275,0.547
1,0.057004347,0.774,0.000375,0.683,0.546875
0,0.057063374,0.7745,0.591875,0.68325,0.54675
1,0.057122401,0.775,0.59025,0.6835,0.546625
0,0.057181428,0.7755,0.588625,0.68375,0.5465
1,0.057240455,0.776,0.587,0.684,0.546375
0,0.057299482,0.7765,0.585375,0.68425,0.54625
1,0.057358509,0.777,0.58375,0.6845,0.546125
0,0.057417536,0.7775,0.582125,0.68475,0.546
1,0.057476563,0.778,0.5805,0.685,0.545875
0,0.05753559,0.7785,0.578875,0.68525,0.54575
1,0.057594617,0.779,0.57725,0.6855,0.545625
0,0.057653644,0.7795,0.575625,0.68575,0.5455
1,0.057712671,0.78,0.574,0.686,0.545375
0,0.057771698,0.7805,0.572375,0.68625,0.54525
1,0.057830725,0.781,0.57075,0.6865,0.545125
0,0.057889752,0.7815,0.569125,0.68675,0.545
1,0.057948779,0.782,0.5675,0.687,0.544875
0,0.058007806,0.7825,0.565875,0.68725,0.54475
1,0.058066833,0.783,0.56425,0.6875,0.544625
0,0.05812586,0.7835,0.562625,0.68775,0.5445
1,0.058184887,0.784,0.561,0.688,0.544375
0,0.058243914,0.7845,0.559375,0.68825,0.54425
1,0.058302941,0.785,0.55775,0.6885,0.544125
0,0.058361968,0.7855,0.556125,0.68875,0.544
1,0.058420995,0.786,0.5545,0.689,0.543875
0,0.058480022,0.7865,0.552875,0.68925,0.54375
1,0.058539049,0.787,0.55125,0.6895,0.543625
0,0.058598076,0.7875,0.549625,0.68975,0.5435
1,0.058657103,0.788,0.548,0.69,0.543375
0,0.05871613,0.7885,0.546375,0.69025,0.54325
1,0.058775157,0.789,0.54475,0.6905,0.543125
0,0.058834184,0.7895,0.543125,0.69075,0.543
1,0.058893211,0.79,0.5415,0.691,0.542875
0,0.058952238,0.7905,0.539875,0.69125,0.54275
1,0.059011265,0.791,0.53825,0.6915,0.542625
0,0.059070292,0.7915,0.536625,0.69175,0.5425
1,0.059129319,0.792,0.535,0.692,0.542375
0,0.059188346,0.7925,0.533375,0.69225,0.54225
1,0.059247373,0.793,0.53175,0.6925,0.542125
0,0.0593064,0.7935,0.530125,0.69275,0.542
1,0.059365427,0.794,0.5285,0.693,0.541875
0,0.059424454,0.7945,0.526875,0.69325,0.54175
1,0.059483481,0.795,0.52525,0.6935,0.541625
0,0.059542508,0.7955,0.523625,0.69375,0.5415
1,0.059601535,0.796,0.522,0.694,0.541375
0,0.059660562,0.7965,0.520375,0.69425,0.54125
1,0.059719589,0.797,0.51875,0.6945,0.541125
0,0.059778616,0.7975,0.517125,0.69475,0.541
1,0.059837643,0.798,0.5155,0.695,0.540875
0,0.05989667,0.7985,0.513875,0.69525,0.54075
1,0.059955697,0.799,0.51225,0.6955,0.540625
0,0.060014724,0.7995,0.510625,0.69575,0.5405
1,0.060073751,0.8,0.509,0.696,0.540375
0,0.060132778,0.8005,0.507375,0.69625,0.54025
1,0.060191805,0.801,0.50575,0.6965,0.540125
0,0.060250832,0.8015,0.504125,0.69675,0.54
1,0.060309859,0.802,0.5025,0.697,0.539875
0,0.060368886,0.8025,0.500875,0.69725,0.53975
1,0.060427913,0.803,0.49925,0.6975,0.539625
0,0.06048694,0.8035,0.497625,0.69775,0.5395
1,0.060545967,0.804,0.496,0.698,0.539375
0,0.060604994,0.8045,0.494375,0.69825,0.53925
1,0.060664021,0.805,0.49275,0.6985,0.539125
0,0.060723048,0.8055,0.491125,0.69875,0.539
1,0.060782075,0.806,0.4895,0.699,0.538875
0,0.060841102,0.8065,0.487875,0.69925,0.53875
1,0.060900129,0.807,0.48625,0.6995,0.538625
0,0.060959156,0.8075,0.484625,0.69975,0.5385
1,0.061018183,0.808,0.483,0.7,0.538375
0,0.06107721,0.8085,0.481375,0.70025,0.53825
1,0.061136237,0.809,0.47975,0.7005,0.538125
0,0.061195264,0.8095,0.478125,0.70075,0.538
1,0.061254291,0.81,0.4765,0.701,0.537875
0,0.061313318,0.8105,0.474875,0.70125,0.53775
1,0.061372345,0.811,0.47325,0.7015,0.537625
0,0.061431372,0.8115,0.471625,0.70175,0.5375
1,0.061490399,0.812,0.47,0.702,0.537375
0,0.061549426,0.8125,0.468375,0.70225,0.53725
1,0.061608453,0.813,0.46675,0.7025,0.537125
0,0.06166748,0.8135,0.465125,0.70275,0.537
1,0.061726507,0.814,0.4635,0.703,0.536875
0,0.061785534,0.8145,0.461875,0.70325,0.53675
1,0.061844561,0.815,0.46025,0.7035,0.536625
0,0.061903588,0.8155,0.458625,0.70375,0.5365
1,0.061962615,0.816,0.457,0.704,0.536375
0,0.062021642,0.8165,0.455375,0.70425,0.53625
1,0.062080669,0.817,0.45375,0.7045,0.536125
0,0.062139696,0.8175,0.452125,0.70475,0.536
1,0.062198723,0.818,0.4505,0.705,0.535875
0,0.06225775,0.8185,0.448875,0.70525,0.53575
1,0.062316777,0.819,0.44725,0.7055,0.535625
0,0.062375804,0.8195,0.445625,0.70575,0.5355
1,0.062434831,0.82,0.444,0.706,0.535375
0,0.062493858,0.8205,0.442375,0.70625,0.53525
1,0.062552885,0.821,0.44075,0.7065,0.535125
0,0.062611912,0.8215,0.439125,0.70675,0.535
1,0.062670939,0.822,0.4375,0.707,0.534875
0,0.062729966,0.8225,0.435875,0.70725,0.53475
1,0.062788993,0.823,0.43425,0.7075,0.534625
0,0.06284802,0.8235,0.432625,0.70775,0.5345
1,0.062907047,0.824,0.431,0.708,0.534375
0,0.062966074,0.8245,0.429375,0.70825,0.53425
1,0.063025101,0.825,0.42775,0.7085,0.534125
0,0.063084128,0.8255,0.426125,0.70875,0.534
1,0.063143155,0.826,0.4245,0.709,0.533875
0,0.063202182,0.8265,0.422875,0.70925,0.53375
1,0.063261209,0.827,0.42125,0.7095,0.533625
0,0.063320236,0.8275,0.419625,0.70975,0.5335
1,0.063379263,0.828,0.418,0.71,0.533375
0,0.06343829,0.8285,0.416375,0.71025,0.53325
1,0.063497317,0.829,0.41475,0.7105,0.533125
0,0.063556344,0.8295,0.413125,0.71075,0.533
1,0.063615371,0.83,0.4115,0.711,0.532875
0,0.063674398,0.8305,0.409875,0.71125,0.53275
1,0.063733425,0.831,0.40825,0.7115,0.532625
0,0.063792452,0.8315,0.406625,0.71175,0.5325
1,0.063851479,0.832,0.405,0.712,0.532375
0,0.063910506,0.8325,0.403375,0.71225,0.53225
1,0.063969533,0.833,0.40175,0.7125,0.532125
0,0.06402856,0.8335,0.400125,0.71275,0.532
1,0.064087587,0.834,0.3985,0.713,0.531875
0,0.064146614,0.8345,0.396875,0.71325,0.53175
1,0.064205641,0.835,0.39525,0.7135,0.531625
0,0.064264668,0.8355,0.393625,0.71375,0.5315
1,0.064323695,0.836,0.392,0.714,0.531375
0,0.064382722,0.8365,0.390375,0.71425,0.53125
1,0.064441749,0.837,0.38875,0.7145,0.531125
0,0.064500776,0.8375,0.387125,0.71475,0.531
1,0.064559803,0.838,0.3855,0.715,0.530875
0,0.06461883,0.8385,0.383875,0.71525,0.53075
1,0.064677857,0.839,0.38225,0.7155,0.530625
0,0.064736884,0.8395,0.380625,0.71575,0.5305
1,0.064795911,0.84,0.379,0.716,0.530375
0,0.064854938,0.8405,0.377375,0.71625,0.53025
1,0.064913965,0.841,0.37575,0.7165,0.530125
0,0.064972992,0.8415,0.374125,0.71675,0.53
1,0.065032019,0.842,0.3725,0.717,0.529875
0,0.065091046,0.8425,0.370875,0.71725,0.52975
1,0.065150073,0.843,0.36925,0.7175,0.529625
0,0.0652091,0.8435,0.367625,0.71775,0.5295
1,0.065268127,0.844,0.366,0.718,0.529375
0,0.065327154,0.8445,0.364375,0.71825,0.52925
1,0.065386181,0.845,0.36275,0.7185,0.529125
0,0.065445208,0.8455,0.361125,0.71875,0.529
1,0.065504235,0.846,0.3595,0.719,0.528875
0,0.065563262,0.8465,0.357875,0.71925,0.52875
1,0.065622289,0.847,0.35625,0.7195,0.528625
0,0.065681316,0.8475,0.354625,0.71975,0.5285
1,0.065740343,0.848,0.353,0.72,0.528375
0,0.06579937,0.8485,0.351375,0.72025,0.52825
1,0.065858397,0.849,0.34975,0.7205,0.528125
0,0.065917424,0.8495,0.348125,0.72075,0.528
