Date,Time,relay,Channel 1,Channel 2,Channel 3,Channel 4
11/12/2024,0.055705753,1,0.763,0.036125,0.6775,0.549625
11/12/2024,0.05576478,1,0.7635,0.0345,0.67775,0.5495
11/12/2024,0.055823807,1,0.764,0.032875,0.678,0.549375
11/12/2024,0.055882834,1,0.7645,0.03125,0.67825,0.54925
11/12/2024,0.055941861,1,0.765,0.029625,0.6785,0.549125
11/12/2024,0.056000888,1,0.7655,0.028,0.67875,0.549
11/12/2024,0.056059915,1,0.766,0.026375,0.679,0.548875
11/12/2024,0.056118942,1,0.7665,0.02475,0.67925,0.54875
11/12/2024,0.056177969,1,0.767,0.023125,0.6795,0.548625
11/12/2024,0.056236996,1,0.7675,0.0215,0.67975,0.5485
11/12/2024,0.056296023,1,0.768,0.019875,0.68,0.548375
11/12/2024,0.05635505,1,0.7685,0.01825,0.68025,0.54825
11/12/2024,0.056414077,1,0.769,0.016625,0.6805,0.548125
11/12/2024,0.056473104,1,0.7695,0.015,0.68075,0.548
11/12/2024,0.056532131,1,0.77,0.013375,0.681,0.547875
11/12/2024,0.056591158,1,0.7705,0.01175,0.68125,0.54775
11/12/2024,0.056650185,1,0.771,0.010125,0.6815,0.547625
11/12/2024,0.056709212,1,0.7715,0.0085,0.68175,0.5475
11/12/2024,0.056768239,1,0.772,0.006875,0.682,0.547375
11/12/2024,0.056827266,1,0.7725,0.00525,0.68225,0.54725
11/12/2024,0.056886293,1,0.773,0.003625,0.6825,0.547125
11/12/2024,0.05694532,1,0.7735,0.002,0.68275,0.547
11/12/2024,0.057004347,1,0.774,0.000375,0.683,0.546875
11/12/2024,0.057063374,1,0.7745,0.591875,0.68325,0.54675
11/12/2024,0.057122401,1,0.775,0.59025,0.6835,0.546625
11/12/2024,0.057181428,1,0.7755,0.588625,0.68375,0.5465
11/12/2024,0.057240455,1,0.776,0.587,0.684,0.546375
11/12/2024,0.057299482,1,0.7765,0.585375,0.68425,0.54625
11/12/2024,0.057358509,1,0.777,0.58375,0.6845,0.546125
11/12/2024,0.057417536,1,0.7775,0.582125,0.68475,0.546
11/12/2024,0.057476563,1,0.778,0.5805,0.685,0.545875
11/12/2024,0.05753559,1,0.7785,0.578875,0.68525,0.54575
11/12/2024,0.057594617,1,0.779,0.57725,0.6855,0.545625
11/12/2024,0.057653644,1,0.7795,0.575625,0.68575,0.5455
11/12/2024,0.057712671,1,0.78,0.574,0.686,0.545375
11/12/2024,0.057771698,1,0.7805,0.572375,0.68625,0.54525
11/12/2024,0.057830725,1,0.781,0.57075,0.6865,0.545125
11/12/2024,0.057889752,1,0.7815,0.569125,0.68675,0.545
11/12/2024,0.057948779,1,0.782,0.5675,0.687,0.544875
11/12/2024,0.058007806,1,0.7825,0.565875,0.68725,0.54475
11/12/2024,0.058066833,1,0.783,0.56425,0.6875,0.544625
11/12/2024,0.05812586,1,0.7835,0.562625,0.68775,0.5445
11/12/2024,0.058184887,1,0.784,0.561,0.688,0.544375
11/12/2024,0.058243914,1,0.7845,0.559375,0.68825,0.54425
11/12/2024,0.058302941,1,0.785,0.55775,0.6885,0.544125
11/12/2024,0.058361968,1,0.7855,0.556125,0.68875,0.544
11/12/2024,0.058420995,1,0.786,0.5545,0.689,0.543875
11/12/2024,0.058480022,1,0.7865,0.552875,0.68925,0.54375
11/12/2024,0.058539049,1,0.787,0.55125,0.6895,0.543625
11/12/2024,0.058598076,1,0.7875,0.549625,0.68975,0.5435
11/12/2024,0.058657103,1,0.788,0.548,0.69,0.543375
11/12/2024,0.05871613,1,0.7885,0.546375,0.69025,0.54325
11/12/2024,0.058775157,1,0.789,0.54475,0.6905,0.543125
11/12/2024,0.058834184,1,0.7895,0.543125,0.69075,0.543
11/12/2024,0.058893211,1,0.79,0.5415,0.691,0.542875
11/12/2024,0.058952238,1,0.7905,0.539875,0.69125,0.54275
11/12/2024,0.059011265,1,0.791,0.53825,0.6915,0.542625
11/12/2024,0.059070292,1,0.7915,0.536625,0.69175,0.5425
11/12/2024,0.059129319,1,0.792,0.535,0.692,0.542375
11/12/2024,0.059188346,1,0.7925,0.533375,0.69225,0.54225
11/12/2024,0.059247373,1,0.793,0.53175,0.6925,0.542125
11/12/2024,0.0593064,1,0.7935,0.530125,0.69275,0.542
11/12/2024,0.059365427,1,0.794,0.5285,0.693,0.541875
11/12/2024,0.059424454,1,0.7945,0.526875,0.69325,0.54175
11/12/2024,0.059483481,1,0.795,0.52525,0.6935,0.541625
11/12/2024,0.059542508,1,0.7955,0.523625,0.69375,0.5415
11/12/2024,0.059601535,1,0.796,0.522,0.694,0.541375
